formula_sp,MagpieData minimum Column,MagpieData range NdValence,MagpieData mean NsValence,MagpieData minimum NfValence,MagpieData mean SpaceGroupNumber,MagpieData mode GSbandgap,MagpieData maximum Column,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,MagpieData avg_dev AtomicWeight,MagpieData range Column,MagpieData mean NpValence,MagpieData range NValence,MagpieData mean AtomicWeight,MagpieData mean CovalentRadius,MagpieData maximum MeltingT,MagpieData minimum NdUnfilled,MagpieData mode MeltingT,MagpieData minimum NfUnfilled,MagpieData range Row,MagpieData maximum NdUnfilled,MagpieData minimum AtomicWeight,MagpieData minimum Row,MagpieData maximum CovalentRadius,MagpieData mode NpValence,MagpieData avg_dev NpValence,MagpieData maximum NpValence,MagpieData range MendeleevNumber,MagpieData range NUnfilled,MagpieData avg_dev GSbandgap,MagpieData minimum GSvolume_pa,MagpieData mode Row,MagpieData mean Electronegativity,MagpieData avg_dev NUnfilled,MagpieData avg_dev CovalentRadius,MagpieData minimum SpaceGroupNumber,MagpieData mean NUnfilled,MagpieData avg_dev Row,MagpieData minimum Electronegativity,MagpieData mode Electronegativity,MagpieData mean Column,MagpieData minimum Number,MagpieData mode NsUnfilled,MagpieData mode MendeleevNumber,MagpieData minimum NpValence,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean GSmagmom,MagpieData mode SpaceGroupNumber,MagpieData mean NfValence,MagpieData avg_dev MeltingT,MagpieData maximum Row,MagpieData mean NdValence,MagpieData mode NpUnfilled,MagpieData mean GSvolume_pa,MagpieData maximum GSmagmom,MagpieData minimum NValence,MagpieData avg_dev NdUnfilled,MagpieData range AtomicWeight,MagpieData mode NfValence,MagpieData avg_dev NValence,MagpieData avg_dev NfUnfilled,MagpieData avg_dev GSvolume_pa,MagpieData mode NUnfilled,MagpieData mode NsValence,MagpieData maximum NdValence,MagpieData range NdUnfilled,MagpieData avg_dev SpaceGroupNumber,MagpieData mode NdUnfilled,MagpieData maximum NfValence,MagpieData range CovalentRadius,MagpieData mean MendeleevNumber,MagpieData mode AtomicWeight,MagpieData range NpValence,MagpieData range NsValence,MagpieData mode NdValence,MagpieData avg_dev NsValence,MagpieData range NfValence,MagpieData maximum Number,MagpieData range Number,MagpieData maximum GSbandgap,MagpieData avg_dev MendeleevNumber,MagpieData avg_dev Column,MagpieData mean Number,MagpieData range NsUnfilled,MagpieData minimum GSmagmom,MagpieData range NfUnfilled,MagpieData range GSmagmom,MagpieData maximum NValence,MagpieData avg_dev NpUnfilled,MagpieData maximum GSvolume_pa,MagpieData minimum NsValence,MagpieData minimum GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev NsUnfilled,MagpieData maximum NfUnfilled,MagpieData avg_dev Number,MagpieData mean NfUnfilled,MagpieData avg_dev NfValence,MagpieData mode Number,MagpieData mode NfUnfilled,MagpieData maximum NpUnfilled,MagpieData mode Column,MagpieData mode GSvolume_pa,MagpieData maximum AtomicWeight,MagpieData mean NpUnfilled,MagpieData mean NsUnfilled,MagpieData mean NValence,MagpieData range GSvolume_pa,MagpieData range SpaceGroupNumber,MagpieData maximum MendeleevNumber,MagpieData maximum NsValence,MagpieData minimum NUnfilled,MagpieData maximum NsUnfilled,MagpieData range MeltingT,MagpieData maximum NUnfilled,MagpieData maximum Electronegativity,MagpieData minimum NpUnfilled,MagpieData minimum MendeleevNumber,MagpieData range GSbandgap,MagpieData mode CovalentRadius,MagpieData minimum CovalentRadius,MagpieData mean Row,MagpieData range NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NdValence,MagpieData avg_dev GSmagmom,MagpieData minimum MeltingT,MagpieData mean MeltingT,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData mode GSmagmom
Ca(ClO3)2_14,2.0,0.0,2.0,0.0,47.22222222222222,0.0,17.0,0.0,225.0,9.33122962962963,15.0,3.7777777777777777,5.0,22.997822222222222,86.22222222222223,1115.0,0.0,54.8,0.0,2.0,0.0,15.9994,2.0,176.0,4.0,0.8395061728395062,5.0,87.0,2.0,0.8617777777777778,9.105,2.0,3.106666666666667,0.5925925925925927,26.962962962962965,12.0,1.5555555555555556,0.5925925925925927,1.0,3.44,14.666666666666666,8.0,0.0,87.0,0.0,2.44,0.4681481481481479,0.0,12.0,0.0,203.6543209876543,4.0,0.0,2.0,15.710555555555556,0.0,2.0,0.0,24.0786,0.0,0.8395061728395062,0.0,8.807407407407407,2.0,2.0,0.0,0.0,46.96296296296296,0.0,0.0,110.0,79.66666666666667,15.9994,5.0,0.0,0.0,0.0,0.0,20.0,12.0,2.493,16.148148148148145,2.8148148148148153,11.333333333333334,0.0,0.0,0.0,0.0,7.0,0.5925925925925927,37.77,2.0,0.0,0.5539999999999999,0.0,0.0,4.444444444444445,0.0,0.0,8.0,0.0,2.0,16.0,9.105,40.078,1.5555555555555556,0.0,5.777777777777778,28.665000000000003,213.0,94.0,2.0,0.0,0.0,1060.2,2.0,3.44,0.0,7.0,2.493,66.0,66.0,2.4444444444444446,2.0,0.0,0.0,0.0,54.8,198.55555555555554,6.0,0.0,0.0
Ca(CoAs)2_139,2.0,10.0,2.0,0.0,189.0,0.0,15.0,2.72,225.0,10.6912656,13.0,1.2,13.0,61.557518,133.2,1768.0,0.0,1090.0,0.0,0.0,3.0,40.078,4.0,176.0,0.0,1.44,3.0,77.0,3.0,0.0,10.245,4.0,1.8240000000000003,0.9600000000000002,17.119999999999994,166.0,2.4,0.0,1.0,1.88,10.0,20.0,0.0,58.0,0.0,1.1800000000000002,0.32959999999999984,0.61938848,166.0,0.0,321.44,4.0,6.8,0.0,20.522000000000002,1.5484712,2.0,1.44,34.843599999999995,0.0,4.0,0.0,8.2216,3.0,2.0,10.0,3.0,18.4,0.0,0.0,57.0,58.2,58.933195,3.0,0.0,7.0,0.0,0.0,33.0,13.0,0.0,20.64,4.0,28.0,0.0,0.0,0.0,1.5484712,15.0,1.44,37.77,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,27.0,0.0,3.0,9.0,10.245,74.9216,1.2,0.0,10.0,27.525000000000006,59.0,84.0,2.0,0.0,0.0,678.0,3.0,2.18,0.0,7.0,0.0,119.0,119.0,4.0,3.0,1.2,0.0,0.743266176,1090.0,1366.2,9.0,0.0,0.0
Ca(CoGe)2_139,2.0,10.0,2.0,0.0,212.6,0.0,14.0,2.72,225.0,9.596097599999998,12.0,0.8,12.0,60.64487799999999,133.6,1768.0,0.0,1211.4,0.0,0.0,3.0,40.078,4.0,176.0,0.0,0.9600000000000002,2.0,72.0,4.0,0.18384,10.245,4.0,1.7559999999999998,1.12,16.959999999999997,194.0,2.8,0.0,1.0,1.88,9.6,20.0,0.0,58.0,0.0,1.0099999999999998,0.3024,0.61938848,194.0,0.0,282.592,4.0,6.8,0.0,20.854000000000003,1.5484712,2.0,1.44,32.562,0.0,3.5200000000000005,0.0,8.4872,3.0,2.0,10.0,3.0,14.88,0.0,0.0,56.0,56.2,58.933195,2.0,0.0,7.0,0.0,0.0,32.0,12.0,0.383,19.68,3.5200000000000005,27.6,0.0,0.0,0.0,1.5484712,14.0,1.9200000000000004,37.77,2.0,0.0,0.1532,0.0,0.0,3.5200000000000005,0.0,0.0,27.0,0.0,4.0,9.0,10.245,72.64,1.6,0.0,9.6,27.525000000000006,31.0,79.0,2.0,0.0,0.0,653.0,4.0,2.01,0.0,7.0,0.383,120.0,120.0,4.0,4.0,1.2,0.0,0.743266176,1115.0,1414.76,9.0,0.0,0.0
Ca(CoP)2_139,2.0,7.0,2.0,0.0,123.4,0.0,15.0,3.3599999999999994,225.0,11.963849759999999,13.0,1.2,7.0,43.9783828,128.4,1768.0,0.0,317.3,0.0,1.0,3.0,30.973762,3.0,176.0,0.0,1.44,3.0,76.0,3.0,0.78,10.245,3.0,1.828,0.9600000000000002,19.040000000000003,2.0,2.4,0.48,1.0,1.88,10.0,15.0,0.0,58.0,0.0,1.19,0.3311999999999999,0.61938848,2.0,0.0,591.856,4.0,2.8,0.0,20.680095238080003,1.5484712,2.0,1.44,27.959432999999997,0.0,2.4,0.0,8.348076190464,3.0,2.0,7.0,3.0,97.12,0.0,0.0,69.0,57.8,30.973762,3.0,0.0,0.0,0.0,0.0,27.0,12.0,1.625,20.32,4.0,20.8,0.0,0.0,0.0,1.5484712,9.0,1.44,37.77,2.0,0.0,0.65,0.0,0.0,4.96,0.0,0.0,15.0,0.0,3.0,9.0,10.245,58.933195,1.2,0.0,6.0,27.525000000000006,223.0,83.0,2.0,0.0,0.0,1450.7,3.0,2.19,0.0,7.0,1.625,107.0,107.0,3.6,3.0,1.2,0.0,0.743266176,317.3,1057.1200000000001,5.0,0.0,0.0
Ca(CuGe)2_139,2.0,10.0,1.6,0.0,225.0,0.0,14.0,3.2,225.0,8.964799999999993,12.0,0.8,12.0,62.49000000000001,136.0,1357.77,0.0,1211.4,0.0,0.0,0.0,40.078,4.0,176.0,0.0,0.9600000000000002,2.0,72.0,4.0,0.18384,11.07,4.0,1.764,1.6,16.0,225.0,2.0,0.0,1.0,1.9,10.4,20.0,0.0,64.0,0.0,1.0099999999999998,0.30559999999999987,0.0,225.0,0.0,85.68159999999997,4.0,8.0,0.0,21.184,0.0,2.0,0.0,32.562,0.0,3.3599999999999994,0.0,8.0912,1.0,1.0,10.0,0.0,0.0,0.0,0.0,56.0,58.6,63.546,2.0,1.0,10.0,0.48,0.0,32.0,12.0,0.383,20.639999999999997,3.3599999999999994,28.4,1.0,0.0,0.0,0.0,14.0,1.9200000000000004,37.77,1.0,0.0,0.1532,0.4800000000000001,0.0,3.3600000000000008,0.0,0.0,29.0,0.0,4.0,11.0,11.07,72.64,1.6,0.4,10.4,26.700000000000003,0.0,79.0,2.0,0.0,1.0,242.76999999999998,4.0,2.01,0.0,7.0,0.383,120.0,120.0,4.0,4.0,0.0,0.0,0.0,1115.0,1250.6680000000001,11.0,0.0,0.0
Ca(FeAs)2_139,2.0,10.0,2.0,0.0,203.0,0.0,15.0,2.88,229.0,11.679488,13.0,1.2,13.0,60.32224,135.6,1811.0,0.0,1090.0,0.0,0.0,4.0,40.078,4.0,176.0,0.0,1.44,3.0,77.0,4.0,0.0,10.73,4.0,1.8039999999999998,1.12,16.159999999999997,166.0,2.8,0.0,1.0,1.83,9.6,20.0,0.0,55.0,0.0,1.1800000000000002,0.3216000000000002,0.84426512,166.0,0.0,342.08000000000004,4.0,6.4,0.0,20.716,2.1106628,2.0,1.9200000000000004,34.843599999999995,0.0,4.32,0.0,7.9888,3.0,2.0,10.0,4.0,29.6,0.0,0.0,57.0,57.0,55.845,3.0,0.0,6.0,0.0,0.0,33.0,13.0,0.0,21.6,4.32,27.6,0.0,0.0,0.0,2.1106628,15.0,1.44,37.77,2.0,0.0,0.0,0.0,0.0,4.32,0.0,0.0,26.0,0.0,3.0,8.0,10.73,74.9216,1.2,0.0,9.6,27.040000000000003,63.0,84.0,2.0,0.0,0.0,721.0,4.0,2.18,0.0,7.0,0.0,119.0,119.0,4.0,3.0,1.6,0.0,1.0131181439999999,1090.0,1383.4,8.0,0.0,0.0
Ca(FeP)2_139,2.0,6.0,2.0,0.0,137.4,0.0,15.0,2.88,229.0,10.48151616,13.0,1.2,6.0,42.743104800000005,130.8,1811.0,0.0,317.3,0.0,1.0,4.0,30.973762,3.0,176.0,0.0,1.44,3.0,76.0,4.0,0.78,10.73,3.0,1.8079999999999998,1.12,19.04,2.0,2.8,0.48,1.0,1.83,9.6,15.0,0.0,55.0,0.0,1.19,0.3232000000000001,0.84426512,2.0,0.0,605.616,4.0,2.4,0.0,20.874095238080002,2.1106628,2.0,1.9200000000000004,24.871237999999998,0.0,1.92,0.0,8.115276190464,3.0,2.0,6.0,4.0,108.31999999999998,0.0,0.0,69.0,56.6,30.973762,3.0,0.0,0.0,0.0,0.0,26.0,11.0,1.625,21.119999999999997,4.32,20.4,0.0,0.0,0.0,2.1106628,8.0,1.44,37.77,2.0,0.0,0.65,0.0,0.0,4.4799999999999995,0.0,0.0,15.0,0.0,3.0,8.0,10.73,55.845,1.2,0.0,5.6,27.040000000000003,227.0,83.0,2.0,0.0,0.0,1493.7,4.0,2.19,0.0,7.0,1.625,107.0,107.0,3.6,3.0,1.6,0.0,1.0131181439999999,317.3,1074.3200000000002,5.0,0.0,0.0
Ca(GeIr)2_139,2.0,10.0,2.0,0.0,225.0,0.0,14.0,2.7199999999999998,225.0,62.606880000000004,12.0,0.8,21.0,113.95840000000001,139.6,2739.0,0.0,1211.4,0.0,2.0,3.0,40.078,4.0,176.0,0.0,0.9600000000000002,2.0,72.0,4.0,0.18384,14.21,4.0,1.884,1.12,15.680000000000001,225.0,2.8,0.96,1.0,2.01,9.6,20.0,0.0,60.0,0.0,1.2000000000000002,0.3536,0.0,225.0,5.6,748.6719999999999,6.0,6.8,0.0,22.44,0.0,2.0,1.44,152.139,0.0,6.24,0.0,6.5840000000000005,3.0,2.0,10.0,3.0,0.0,0.0,14.0,56.0,57.0,72.64,2.0,0.0,7.0,0.0,14.0,77.0,57.0,0.383,20.0,3.5199999999999996,47.6,0.0,0.0,0.0,0.0,23.0,1.9200000000000004,37.77,2.0,0.0,0.1532,0.0,0.0,23.52,0.0,6.719999999999999,32.0,0.0,4.0,9.0,14.21,192.217,1.6,0.0,15.2,23.560000000000002,0.0,79.0,2.0,0.0,0.0,1624.0,4.0,2.2,0.0,7.0,0.383,120.0,120.0,4.8,4.0,1.2,0.0,0.0,1115.0,1803.1599999999999,14.0,0.0,0.0
Ca(GePd)2_139,2.0,10.0,1.2,0.0,225.0,0.0,14.0,3.2,225.0,21.42432,12.0,0.8,12.0,79.6396,138.8,1828.05,0.0,1211.4,0.0,1.0,0.0,40.078,4.0,176.0,0.0,0.9600000000000002,2.0,72.0,4.0,0.18384,14.41,4.0,1.884,1.9200000000000004,15.039999999999997,225.0,1.6,0.4800000000000001,1.0,2.01,10.0,20.0,0.0,62.0,0.0,1.2000000000000002,0.3536,0.0,225.0,0.0,311.41599999999994,5.0,8.0,0.0,22.52,0.0,2.0,0.0,66.342,0.0,3.2,0.0,6.4879999999999995,0.0,0.0,10.0,0.0,0.0,0.0,0.0,56.0,57.8,72.64,2.0,2.0,10.0,0.9600000000000002,0.0,46.0,26.0,0.383,20.32,3.2,35.2,0.0,0.0,0.0,0.0,14.0,1.9200000000000004,37.77,0.0,0.0,0.1532,0.0,0.0,8.64,0.0,0.0,32.0,0.0,4.0,10.0,14.41,106.42,1.6,0.0,10.0,23.360000000000003,0.0,79.0,2.0,0.0,0.0,713.05,4.0,2.2,0.0,7.0,0.383,120.0,120.0,4.4,4.0,0.0,0.0,0.0,1115.0,1438.78,10.0,0.0,0.0
Ca(GeRu)2_139,2.0,10.0,1.6,0.0,212.6,0.0,14.0,2.7199999999999998,225.0,18.856319999999997,12.0,0.8,12.0,77.4996,141.6,2607.0,0.0,1211.4,0.0,1.0,3.0,40.078,4.0,176.0,0.0,0.9600000000000002,2.0,72.0,4.0,0.18384,13.51,4.0,1.884,1.2799999999999998,17.28,194.0,3.2,0.4800000000000001,1.0,2.01,9.2,20.0,0.0,56.0,0.0,1.2000000000000002,0.3536,0.0,194.0,0.0,685.3119999999999,5.0,6.8,0.0,22.16,0.0,2.0,1.44,60.99199999999999,0.0,3.84,0.0,6.92,4.0,1.0,10.0,3.0,14.88,0.0,0.0,56.0,55.4,72.64,2.0,1.0,7.0,0.48,0.0,44.0,24.0,0.383,19.36,3.84,34.4,1.0,0.0,0.0,0.0,14.0,1.9200000000000004,37.77,1.0,0.0,0.1532,0.4800000000000001,0.0,7.68,0.0,0.0,32.0,0.0,4.0,8.0,13.51,101.07,1.6,0.4,9.2,24.260000000000005,31.0,79.0,2.0,0.0,1.0,1492.0,4.0,2.2,0.0,7.0,0.383,120.0,120.0,4.4,4.0,1.2,0.0,0.0,1115.0,1750.36,8.0,0.0,0.0
Ca(HO)2_164,1.0,0.0,1.6,0.0,127.4,0.0,16.0,0.0,225.0,11.0484768,15.0,1.6,5.0,14.818536,74.0,1115.0,0.0,14.01,0.0,3.0,0.0,1.00794,1.0,176.0,0.0,1.9200000000000004,4.0,85.0,2.0,3.7694400000000003,6.615,1.0,2.4560000000000004,0.64,40.8,12.0,1.2,0.8,1.0,2.2,7.2,1.0,0.0,87.0,0.0,2.44,0.7872,0.0,12.0,0.0,345.7904,4.0,0.0,0.0,13.842000000000002,0.0,1.0,0.0,39.070060000000005,0.0,2.2399999999999998,0.0,9.571200000000001,1.0,1.0,0.0,0.0,92.32000000000001,0.0,0.0,145.0,73.0,1.00794,4.0,1.0,0.0,0.48,0.0,20.0,19.0,7.853,26.4,7.040000000000001,7.6,1.0,0.0,0.0,0.0,6.0,0.9600000000000002,37.77,1.0,0.0,3.1412,0.4800000000000001,0.0,5.28,0.0,0.0,1.0,0.0,2.0,1.0,6.615,40.078,0.8,0.4,3.2,31.155,213.0,92.0,2.0,0.0,1.0,1100.99,2.0,3.44,0.0,7.0,7.853,31.0,31.0,2.0,2.0,0.0,0.0,0.0,14.01,250.52399999999997,1.0,0.0,0.0
Ca(MgAs)2_164,2.0,10.0,2.0,0.0,189.0,0.0,15.0,4.8,225.0,21.772287999999996,13.0,1.2,13.0,47.70624,139.2,1115.0,0.0,923.0,0.0,1.0,0.0,24.305,3.0,176.0,0.0,1.44,3.0,77.0,3.0,0.0,22.175,3.0,1.596,1.44,16.160000000000004,166.0,1.2,0.48,1.0,1.31,7.2,12.0,0.0,68.0,0.0,1.1800000000000002,0.46720000000000006,0.0,166.0,0.0,84.16,4.0,4.0,0.0,25.580000000000002,0.0,2.0,0.0,50.6166,0.0,6.24,0.0,4.876000000000001,0.0,2.0,10.0,0.0,18.4,0.0,0.0,57.0,62.2,24.305,3.0,0.0,0.0,0.0,0.0,33.0,21.0,0.0,22.08,6.24,22.0,0.0,0.0,0.0,0.0,15.0,1.44,37.77,2.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,12.0,0.0,3.0,2.0,22.175,74.9216,1.2,0.0,7.2,15.595000000000002,59.0,84.0,2.0,0.0,0.0,192.0,3.0,2.18,0.0,7.0,0.0,119.0,119.0,3.6,3.0,0.0,0.0,0.0,923.0,1028.2,2.0,0.0,0.0
Ca(NiAs)2_139,2.0,10.0,2.0,0.0,201.4,0.0,15.0,2.88,225.0,10.767999999999999,13.0,1.2,13.0,61.4616,132.4,1728.0,0.0,1090.0,0.0,0.0,2.0,40.078,4.0,176.0,0.0,1.44,3.0,77.0,3.0,0.0,10.32,4.0,1.8359999999999999,0.8,17.440000000000005,166.0,2.0,0.0,1.0,1.91,10.4,20.0,0.0,61.0,0.0,1.1800000000000002,0.33440000000000014,0.23815788000000002,166.0,0.0,302.24,4.0,7.2,0.0,20.552,0.5953947,2.0,0.9600000000000002,34.843599999999995,0.0,3.6799999999999997,0.0,8.1856,2.0,2.0,10.0,2.0,28.32,0.0,0.0,57.0,59.4,58.6934,3.0,0.0,8.0,0.0,0.0,33.0,13.0,0.0,20.96,3.6799999999999997,28.4,0.0,0.0,0.0,0.5953947,15.0,1.44,37.77,2.0,0.0,0.0,0.0,0.0,3.6799999999999997,0.0,0.0,28.0,0.0,3.0,10.0,10.32,74.9216,1.2,0.0,10.4,27.450000000000003,59.0,84.0,2.0,0.0,0.0,638.0,3.0,2.18,0.0,7.0,0.0,119.0,119.0,4.0,3.0,0.8,0.0,0.285789456,1090.0,1350.2,10.0,0.0,0.0
Ca(NiP)2_139,2.0,8.0,2.0,0.0,135.8,0.0,15.0,3.8400000000000007,225.0,11.848748159999998,13.0,1.2,8.0,43.8824648,127.6,1728.0,0.0,317.3,0.0,1.0,2.0,30.973762,3.0,176.0,0.0,1.44,3.0,76.0,3.0,0.78,10.32,3.0,1.8399999999999999,0.8,19.359999999999996,2.0,2.0,0.48,1.0,1.91,10.4,15.0,0.0,61.0,0.0,1.19,0.336,0.23815788000000002,2.0,0.0,579.0559999999999,4.0,3.2,0.0,20.71009523808,0.5953947,2.0,0.9600000000000002,27.719637999999996,0.0,2.88,0.0,8.312076190464001,2.0,2.0,8.0,2.0,107.04,0.0,0.0,69.0,59.0,30.973762,3.0,0.0,0.0,0.0,0.0,28.0,13.0,1.625,20.8,3.6799999999999997,21.2,0.0,0.0,0.0,0.5953947,10.0,1.44,37.77,2.0,0.0,0.65,0.0,0.0,5.4399999999999995,0.0,0.0,15.0,0.0,3.0,10.0,10.32,58.6934,1.2,0.0,6.4,27.450000000000003,223.0,83.0,2.0,0.0,0.0,1410.7,3.0,2.19,0.0,7.0,1.625,107.0,107.0,3.6,3.0,0.8,0.0,0.285789456,317.3,1041.1200000000001,5.0,0.0,0.0
Ca(PPd)2_139,2.0,10.0,1.2,0.0,135.8,0.0,15.0,4.8,225.0,34.75751616,13.0,1.2,8.0,62.9731048,133.6,1828.05,0.0,317.3,0.0,2.0,0.0,30.973762,3.0,176.0,0.0,1.44,3.0,76.0,3.0,0.78,14.41,3.0,1.9560000000000002,1.44,21.28,2.0,1.2,0.8,1.0,2.19,10.4,15.0,0.0,62.0,0.0,1.2000000000000002,0.38239999999999996,0.0,2.0,0.0,611.072,5.0,4.0,0.0,22.34609523808,0.0,2.0,0.0,75.446238,0.0,2.88,0.0,6.348876190464001,0.0,0.0,10.0,0.0,107.04,0.0,0.0,69.0,59.4,30.973762,3.0,2.0,0.0,0.9600000000000002,0.0,46.0,31.0,1.625,20.96,3.6800000000000006,28.4,0.0,0.0,0.0,0.0,10.0,1.44,37.77,0.0,0.0,0.65,0.0,0.0,14.080000000000002,0.0,0.0,15.0,0.0,3.0,10.0,14.41,106.42,1.2,0.0,6.4,23.360000000000003,223.0,83.0,2.0,0.0,0.0,1510.75,3.0,2.2,0.0,7.0,1.625,107.0,107.0,4.0,3.0,0.0,0.0,0.0,317.3,1081.1399999999999,5.0,0.0,0.0
Ca(PRu)2_139,2.0,7.0,1.6,0.0,123.4,0.0,15.0,3.3599999999999994,225.0,32.18951616,13.0,1.2,6.0,60.8331048,136.4,2607.0,0.0,317.3,0.0,2.0,3.0,30.973762,3.0,176.0,0.0,1.44,3.0,76.0,4.0,0.78,13.51,3.0,1.9560000000000002,1.12,23.52,2.0,2.8,0.8,1.0,2.19,9.6,15.0,0.0,56.0,0.0,1.2000000000000002,0.38239999999999996,0.0,2.0,0.0,971.4240000000002,5.0,2.8,0.0,21.98609523808,0.0,2.0,1.44,70.096238,0.0,1.92,0.0,6.780876190464001,3.0,1.0,7.0,3.0,97.11999999999999,0.0,0.0,69.0,57.0,30.973762,3.0,1.0,0.0,0.48,0.0,44.0,29.0,1.625,20.8,4.319999999999999,27.6,1.0,0.0,0.0,0.0,8.0,1.44,37.77,1.0,0.0,0.65,0.4800000000000001,0.0,13.12,0.0,0.0,15.0,0.0,3.0,8.0,13.51,101.07,1.2,0.4,5.6,24.260000000000005,223.0,83.0,2.0,0.0,1.0,2289.7,4.0,2.2,0.0,7.0,1.625,107.0,107.0,4.0,3.0,1.2,0.0,0.0,317.3,1392.72,5.0,0.0,0.0
Ca(SbO3)2_162,2.0,10.0,2.0,0.0,69.88888888888889,0.0,16.0,3.4567901234567904,225.0,35.370153086419755,14.0,3.3333333333333335,13.0,42.17715555555556,94.44444444444444,1115.0,0.0,54.8,0.0,3.0,0.0,15.9994,2.0,176.0,4.0,0.8888888888888888,4.0,80.0,3.0,0.0,9.105,2.0,2.8600000000000003,0.4444444444444444,37.92592592592593,12.0,2.0,1.1851851851851853,1.0,3.44,14.222222222222221,8.0,0.0,87.0,0.0,2.44,0.7733333333333332,0.0,12.0,0.0,408.6162962962963,5.0,2.2222222222222223,2.0,17.28,0.0,2.0,0.0,105.76060000000001,0.0,3.3086419753086416,0.0,10.899999999999999,2.0,2.0,10.0,0.0,77.18518518518519,0.0,0.0,110.0,77.66666666666667,15.9994,4.0,0.0,0.0,0.0,0.0,51.0,43.0,0.0,15.703703703703702,2.71604938271605,18.88888888888889,0.0,0.0,0.0,0.0,15.0,0.4444444444444444,37.77,2.0,0.0,0.0,0.0,0.0,14.51851851851852,0.0,0.0,8.0,0.0,3.0,16.0,9.105,121.76,2.0,0.0,7.555555555555555,28.665000000000003,213.0,87.0,2.0,0.0,0.0,1060.2,3.0,3.44,0.0,7.0,0.0,66.0,66.0,2.888888888888889,3.0,0.0,0.0,0.0,54.8,361.2622222222222,6.0,0.0,0.0
Ca(SiNi)2_139,2.0,8.0,2.0,0.0,225.8,0.0,14.0,3.8400000000000007,227.0,12.772991999999999,12.0,0.8,8.0,42.72716,129.2,1728.0,0.0,1687.0,0.0,1.0,2.0,28.0855,3.0,176.0,0.0,0.9600000000000002,2.0,71.0,4.0,0.37104000000000004,10.32,3.0,1.7239999999999998,1.2799999999999998,18.71999999999999,225.0,2.4,0.48,1.0,1.9,10.0,14.0,0.0,61.0,0.0,0.9099999999999999,0.2896000000000001,0.23815788000000002,225.0,0.0,189.6,4.0,3.2,0.0,19.858,0.5953947,2.0,0.9600000000000002,30.607899999999997,0.0,3.2,0.0,7.6304,2.0,2.0,8.0,2.0,0.9600000000000023,0.0,0.0,65.0,57.0,28.0855,2.0,0.0,0.0,0.0,0.0,28.0,14.0,0.773,20.0,3.2,20.8,0.0,0.0,0.0,0.5953947,10.0,1.9200000000000004,37.77,2.0,0.0,0.30920000000000003,0.0,0.0,5.76,0.0,0.0,14.0,0.0,4.0,10.0,10.32,58.6934,1.6,0.0,6.0,27.450000000000003,2.0,78.0,2.0,0.0,0.0,613.0,4.0,1.91,0.0,7.0,0.773,111.0,111.0,3.6,4.0,0.8,0.0,0.285789456,1115.0,1589.0,4.0,0.0,0.0
Ca(ZnN)2_164,2.0,10.0,2.0,0.0,200.2,0.0,15.0,4.8,225.0,20.610864,13.0,1.2,10.0,39.77028,112.4,1115.0,0.0,63.05,0.0,2.0,0.0,14.0067,2.0,176.0,0.0,1.44,3.0,75.0,3.0,3.0897600000000005,13.96,2.0,2.0759999999999996,1.44,33.12,194.0,1.2,0.96,1.0,1.65,11.2,7.0,0.0,69.0,0.0,2.04,0.7712,0.0,194.0,0.0,369.79359999999997,4.0,4.0,0.0,19.045499999999997,0.0,2.0,0.0,51.37329999999999,0.0,3.8400000000000007,0.0,7.489799999999998,0.0,2.0,10.0,0.0,9.919999999999993,0.0,0.0,105.0,61.8,14.0067,3.0,0.0,0.0,0.0,0.0,30.0,23.0,6.437,21.92,3.6800000000000006,18.8,0.0,0.0,0.0,0.0,12.0,1.44,37.77,2.0,0.0,2.5748,0.0,0.0,9.440000000000001,0.0,0.0,7.0,0.0,3.0,12.0,13.96,65.38,1.2,0.0,7.2,23.810000000000002,31.0,82.0,2.0,0.0,0.0,1051.95,3.0,3.04,0.0,7.0,6.437,71.0,71.0,3.2,3.0,0.0,0.0,0.0,63.05,525.2919999999999,5.0,0.0,0.0
